t (s),Distance de fil (m)
1148.14174973971,17.0516162099068
1148.31498790405,17.0542792427245
1148.600630696,17.058663343062
1148.91415341284,17.0634680794236
1149.26076369758,17.0687757333121
1149.29423715056,17.0692876249432
1149.33111234306,17.0698512293817
1149.37113651799,17.0704627948109
1149.40111117304,17.0709207241471
1149.42810183202,17.0713330124768
1149.44948016215,17.0716595305238
1149.49465704723,17.0723493855832
1149.66477670528,17.074943618309
1149.69248423473,17.0753659604016
1149.72738725967,17.0758979984402
1149.7908165617,17.076864587484
1149.87873918731,17.0782037705222
1149.90174810639,17.0785541274152
1149.97571392517,17.079680247252
1150,17.0800499056632
1150.02428607483,17.0804194787066
1150.06268985444,17.0810037962753
1150.07521285459,17.0811943242251
1150.12323618648,17.0819248402861
1150.19429645595,17.0830055142172
1150.29010829326,17.0844620588769
1150.51066061621,17.0878125615688
1150.87628239758,17.0933599871973
1151.15809511228,17.0976302978427
1151.49433411902,17.102719612271
1151.90355545362,17.1089056500863
1151.93186494014,17.1093334217781
1151.96213333407,17.1097908416617
1152.0264375556,17.1107625446152
1152.13829162914,17.1124527895067
1152.14806764399,17.1126005381959
1152.148067644,17.1126005381961
1152.15094419908,17.1126439384966
1152.15382075415,17.1126872197653
1152.15669730923,17.1127303331363
1152.1595738643,17.1127733097701
1152.16481112292,17.1128509846906
1152.17648840825,17.1130204300302
1152.18816569358,17.1131838548635
1152.19984297891,17.1133403996916
1152.21152026424,17.1134897727646
1152.22319754957,17.1136321178681
1152.23487483489,17.1137678540436
1152.24926524857,17.1139269580197
1152.2666035184,17.1141082671486
1152.28792922773,17.1143185438658
1152.31732717587,17.1145913223462
1152.34177929449,17.1148068049457
1152.3662314131,17.1150156351468
1152.39068353172,17.1152201427924
1152.41513565033,17.1154219515658
1152.43958776895,17.1156221788841
1152.47089166421,17.115877460075
1152.50915902534,17.1161891480596
1152.54742638647,17.1165013256173
1152.59678869236,17.116905765204
1152.62476167696,17.1171359945087
1152.65119916088,17.1173543945732
1152.67631647408,17.1175626370432
1152.80455952551,17.1186377010727
1152.9833422612,17.1201687088718
1153.01578153411,17.1204504466761
1153.04662141826,17.120719380567
1153.07948338736,17.1210071234285
1153.20620520714,17.1221274787532
1153.23718971477,17.1224041183201
1153.26815271889,17.1226816128515
1153.29688739988,17.1229400453719
1153.40685420687,17.1239367423608
1153.67583570956,17.1264240431787
